0.000000	-2.000000	1.000000	-nan	-nan	1.000000	1.000000
1.900000	-1.807750	0.937891	0.605775	0.216377	0.881245	0.781826
1.950000	-1.778156	0.925320	0.675062	0.292360	0.858445	0.743868
2.000000	-1.740547	0.910352	0.699453	0.387229	0.831765	0.700174
2.050000	-1.704625	0.893695	0.766133	0.465553	0.802419	0.654099
2.100000	-1.661219	0.865133	0.924304	1.050014	0.757068	0.592134
2.150000	-1.601391	0.833711	1.113708	1.327164	0.706220	0.522998
2.200000	-1.555016	0.794305	1.247334	2.628031	0.653505	0.464084
2.250000	-1.488328	0.745180	1.386975	3.339919	0.584648	0.385659
2.300000	-1.405766	0.672430	1.606522	4.834511	0.495597	0.299837
2.350000	-1.326812	0.595086	1.473438	5.691408	0.406373	0.219719
2.400000	-1.255625	0.521844	1.390347	5.923648	0.327855	0.159522
2.450000	-1.190578	0.450148	1.299440	5.884246	0.258948	0.112135
2.500000	-1.135063	0.396000	1.141113	5.424742	0.209792	0.082029
2.550000	-1.087906	0.345641	0.981797	4.722509	0.166508	0.056964
2.600000	-1.031438	0.298094	0.814921	3.711572	0.126556	0.035461
2.650000	-1.001797	0.267937	0.722461	3.167526	0.104579	0.026065
2.700000	-0.969703	0.248523	0.620398	2.705181	0.090295	0.019308
2.750000	-0.938234	0.232984	0.615874	2.609695	0.082316	0.017083
2.800000	-0.911328	0.211227	0.490588	2.086114	0.067434	0.011641
2.850000	-0.880953	0.199547	0.542827	1.991569	0.061991	0.010622
2.900000	-0.862984	0.186812	0.448883	1.523956	0.052162	0.007059
2.950000	-0.839187	0.174609	0.420818	1.449288	0.047189	0.005695
3.000000	-0.821047	0.172570	0.425068	1.359349	0.045710	0.005672
3.050000	-0.791422	0.160305	0.381303	1.260726	0.040718	0.004683
3.100000	-0.776844	0.155586	0.346192	1.072317	0.037192	0.003871
3.150000	-0.759391	0.149805	0.321427	0.993484	0.034666	0.003172
3.200000	-0.745141	0.145875	0.326698	0.952883	0.033191	0.003216
3.250000	-0.731609	0.139398	0.313418	0.847031	0.030185	0.002469
3.300000	-0.708234	0.139594	0.288947	0.824709	0.030117	0.002623
3.350000	-0.706781	0.129078	0.287632	0.783421	0.026913	0.002203
3.400000	-0.695047	0.135695	0.275334	0.737421	0.028207	0.002178
3.450000	-0.670219	0.131219	0.270514	0.702040	0.026679	0.001964
3.500000	-0.658578	0.121445	0.230239	0.583598	0.022728	0.001460
3.550000	-0.647469	0.120328	0.213153	0.619852	0.023074	0.001547
3.600000	-0.634969	0.118906	0.229731	0.554174	0.021932	0.001362
3.650000	-0.618375	0.114367	0.201540	0.466124	0.019726	0.001082
3.700000	-0.613109	0.116633	0.204364	0.512373	0.021009	0.001240
3.750000	-0.607031	0.115797	0.205616	0.479968	0.020440	0.001163
3.800000	-0.595156	0.109859	0.215919	0.492237	0.019376	0.001127
3.850000	-0.585547	0.110266	0.177413	0.440670	0.018786	0.001010
3.900000	-0.573500	0.106578	0.188019	0.432740	0.017951	0.000995
3.950000	-0.565828	0.105055	0.175619	0.377362	0.016859	0.000798
4.000000	-0.555422	0.100562	0.163038	0.347038	0.015535	0.000708
4.050000	-0.547766	0.104203	0.166170	0.386535	0.016973	0.000810
4.100000	-0.543922	0.104453	0.161902	0.373914	0.016899	0.000796
4.150000	-0.528188	0.099242	0.149244	0.330274	0.015203	0.000674
4.200000	-0.528766	0.100281	0.143940	0.333717	0.015531	0.000674
4.250000	-0.521938	0.100336	0.139567	0.333148	0.015598	0.000697
4.300000	-0.512344	0.094977	0.138892	0.300539	0.014069	0.000549
4.350000	-0.500422	0.093523	0.135739	0.264325	0.013238	0.000500
4.400000	-0.495609	0.093141	0.126537	0.269730	0.013311	0.000503
4.450000	-0.491703	0.093844	0.134222	0.293146	0.013902	0.000584
4.500000	-0.483156	0.090953	0.129099	0.269222	0.013005	0.000501
4.550000	-0.477781	0.091102	0.131826	0.267006	0.013045	0.000521
4.600000	-0.470984	0.092031	0.117606	0.245739	0.012885	0.000447
4.650000	-0.462875	0.089328	0.110772	0.242344	0.012381	0.000438
4.700000	-0.461891	0.086953	0.115138	0.254020	0.012224	0.000460
4.750000	-0.455813	0.088188	0.103115	0.238332	0.012199	0.000432
4.800000	-0.448625	0.088367	0.107338	0.234005	0.012196	0.000437
4.850000	-0.441609	0.086828	0.103347	0.221240	0.011731	0.000401
4.900000	-0.435688	0.084500	0.099262	0.204911	0.011062	0.000350
4.950000	-0.432812	0.088445	0.099566	0.214198	0.011964	0.000403
