0.000000	-2.000000	1.000000	-nan	-nan	1.000000	1.000000
1.900000	-1.807875	0.937904	0.559280	0.190716	0.880018	0.775658
1.950000	-1.777605	0.925213	0.673350	0.282657	0.856557	0.735496
2.000000	-1.751000	0.913447	0.696681	0.369062	0.835107	0.699734
2.050000	-1.710605	0.894953	0.805480	0.574835	0.802092	0.646801
2.100000	-1.661254	0.867547	1.015661	0.912939	0.754510	0.574597
2.150000	-1.611570	0.837242	1.118423	1.703986	0.704552	0.505010
2.200000	-1.546289	0.786541	1.409922	3.929827	0.627090	0.408623
2.250000	-1.470387	0.703008	1.733399	11.052810	0.518506	0.299669
2.300000	-1.373082	0.561666	1.910468	19.603340	0.359500	0.170315
2.350000	-1.287445	0.440795	1.658857	18.869380	0.237604	0.086748
2.400000	-1.211859	0.326715	1.358562	16.717494	0.145924	0.041433
2.450000	-1.155227	0.235148	0.999332	11.407074	0.082587	0.016649
2.500000	-1.105316	0.196854	0.806284	8.130269	0.058601	0.008747
2.550000	-1.064160	0.168246	0.805100	6.193057	0.043729	0.005400
2.600000	-1.031922	0.158479	0.697824	5.232877	0.038402	0.003948
2.650000	-0.988105	0.132912	0.600879	3.669461	0.027162	0.002119
2.700000	-0.964453	0.121656	0.591684	3.156746	0.023124	0.001531
2.750000	-0.935859	0.116199	0.550408	2.689844	0.020726	0.001202
2.800000	-0.907852	0.103074	0.493475	2.111720	0.016399	0.000805
2.850000	-0.881219	0.106844	0.498337	2.167007	0.017447	0.000841
2.900000	-0.861906	0.088990	0.449112	1.688494	0.012701	0.000496
2.950000	-0.838598	0.088143	0.413562	1.399238	0.011800	0.000382
3.000000	-0.820426	0.083389	0.380445	1.412838	0.011093	0.000410
3.050000	-0.796473	0.079090	0.382425	1.264698	0.010022	0.000308
3.100000	-0.777477	0.078283	0.362391	1.210489	0.009793	0.000296
3.150000	-0.763793	0.074707	0.365040	1.058606	0.008838	0.000237
3.200000	-0.745871	0.073781	0.333017	0.898603	0.008252	0.000183
3.250000	-0.729629	0.073033	0.299057	0.931311	0.008290	0.000186
3.300000	-0.711590	0.067811	0.283938	0.806255	0.007197	0.000143
3.350000	-0.698988	0.067354	0.271789	0.774573	0.007070	0.000145
3.400000	-0.685879	0.069133	0.277867	0.762161	0.007310	0.000148
3.450000	-0.668605	0.062023	0.261608	0.692206	0.006179	0.000114
3.500000	-0.660875	0.062643	0.239482	0.581569	0.005912	0.000097
3.550000	-0.649258	0.059309	0.232250	0.618123	0.005660	0.000102
3.600000	-0.638793	0.057551	0.217984	0.529799	0.005175	0.000081
3.650000	-0.624609	0.059180	0.220154	0.532245	0.005399	0.000083
3.700000	-0.613238	0.054996	0.209801	0.517790	0.004895	0.000076
3.750000	-0.606098	0.057135	0.190866	0.465403	0.004969	0.000073
3.800000	-0.594699	0.055205	0.195280	0.458251	0.004748	0.000065
3.850000	-0.586457	0.053027	0.175701	0.446854	0.004492	0.000064
3.900000	-0.573906	0.051133	0.183660	0.370691	0.004026	0.000046
3.950000	-0.563398	0.051332	0.169774	0.400137	0.004178	0.000059
4.000000	-0.555801	0.050109	0.162203	0.374949	0.003976	0.000048
4.050000	-0.548855	0.052336	0.155998	0.353856	0.004139	0.000050
4.100000	-0.540930	0.050027	0.168415	0.328787	0.003819	0.000042
4.150000	-0.532387	0.049504	0.160851	0.346122	0.003853	0.000045
4.200000	-0.526887	0.046568	0.160432	0.326620	0.003508	0.000038
4.250000	-0.517453	0.048379	0.136259	0.328648	0.003705	0.000042
4.300000	-0.509926	0.047947	0.131685	0.291655	0.003524	0.000034
4.350000	-0.502867	0.047074	0.134218	0.297049	0.003478	0.000037
4.400000	-0.497520	0.047438	0.135485	0.299790	0.003538	0.000037
4.450000	-0.491305	0.045230	0.136963	0.271081	0.003224	0.000032
4.500000	-0.482180	0.046613	0.122224	0.289165	0.003444	0.000035
4.550000	-0.476625	0.045654	0.116909	0.268690	0.003278	0.000033
4.600000	-0.469484	0.043490	0.127620	0.246291	0.002998	0.000027
4.650000	-0.467070	0.044832	0.119734	0.247228	0.003133	0.000028
4.700000	-0.461703	0.043527	0.119166	0.231265	0.002956	0.000025
4.750000	-0.454344	0.043125	0.099880	0.248709	0.003013	0.000028
4.800000	-0.446898	0.041613	0.110883	0.215489	0.002742	0.000023
4.850000	-0.440668	0.043684	0.101627	0.224617	0.002972	0.000026
4.900000	-0.437250	0.040611	0.105598	0.194123	0.002578	0.000019
4.950000	-0.432117	0.043566	0.098071	0.204527	0.002887	0.000024
